,smiles,logD,pH
614,O=C1N(c2c(cccc2)C(=N[C@H]1NC(=O)Nc1cc(ccc1)CNc1nn[nH]n1)c1ccccc1)C,1.47,7.4
615,O=C1N(c2c(cccc2)C(=N[C@H]1NC(=O)Nc1cc2N(CCc2cc1)c1nn[nH]n1)c1ccccc1)C,1.38,7.4
616,O=C1N(c2nc(nc(c2CC1(C)C)C)C)Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,1.21,7.4
617,O=C1N(c2nc(nc(c2CC1)C(C)C)C)Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,1.41,7.4
618,O=C1N(c2nc(nc(c2CC1)C)C)Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,0.49,7.4
619,O=C1N=CN=C2NNC=C12,-0.44,7.4
620,O=C1NC(=N)N(C1)C,-2.0,7.4
621,O=C1NC(=O)NC(=O)C1(C)c1ccccc1,1.51,7.4
622,O=C1NC(=O)NC1(c1ccccc1)c1ccccc1,2.34,7.4
623,O=C1NCN(C12CCN(CC2)C(OCc1cccnc1)=O)c1ccccc1,2.5,7.4
624,O=C1Nc2c(cc([N+](=O)[O-])cc2)C(=NC1)c1ccccc1,2.38,7.4
625,O=C1Nc2c(nccc2C)N(c2ncccc12)C1CC1,1.81,7.4
626,O=C1Nc2cccnc2N(c2c1cccc2)C(=O)CN1CCN(CC1)C,-0.61,7.4
627,O=C1c2c(n(c3c2cccc3)C)CCC1Cn1ccnc1C,2.3,7.4
628,O=Cc1[nH]c2c(c1)C(N(CC2C)C)C,0.69,7.4
629,O=[N+]([O-])c1[nH]c2c(c1)C(N(CC2C)C)C,1.14,7.4
630,O=[N+]([O-])c1ccccc1,1.88,7.4
631,OC(=O)C,-2.88,7.4
632,OC(=O)C(C)c1cc(ccc1)C(=O)c1ccccc1,0.054000000000000006,7.4
633,OC(=O)C(C)c1cc(ccc1)\C(=N/O)\c1ccccc1,-0.04,7.4
634,OC(=O)C(C)c1ccc(cc1)CC(C)C,0.88,7.4
635,OC(=O)C(NC(=O)C(N)CC(C)C)Cc1ccccc1,-1.13,7.4
636,OC(=O)C(NC(=O)C(N)Cc1c2c([nH]c1)cccc2)Cc1ccccc1,-0.52,7.4
637,OC(=O)C1CCC(CC1)CN,-3.0,7.4
638,OC(=O)CC1(CCCCC1)CN,-2.0,7.4
639,OC(=O)CC[C@H](NC(=O)c1ccc(N(Cc2nc3c(nc(nc3N)N)nc2)C)cc1)C(O)=O,-2.73,7.4
640,OC(=O)Cc1[nH]c(cc1)C(=O)c1ccccc1,-0.67,7.4
641,OC(=O)Cc1ccc(cc1)Cn1nccc1,-1.8,7.4
642,OC(=O)Cn1c2c(cc(cc2)C)c(-c2c3c(ncc2)c(ccc3)C)c1C,1.3,7.4
643,OC(=O)Cn1cc(c2c1cccc2)C(=O)c1ccccc1,-0.1,7.4
644,OC(=O)Cn1cc(cc1)C(=O)c1cc2c(cc1)cccc2,-0.23,7.4
645,OC(=O)Cn1cc(cc1)C(=O)c1ccc([N+](=O)[O-])cc1,-0.72,7.4
646,OC(=O)Cn1cc(cc1)C(=O)c1ccc(cc1)C,-0.19,7.4
647,OC(=O)Cn1cc(cc1)C(=O)c1ccc(cc1)C(C)(C)C,0.0,7.4
648,OC(=O)Cn1cc(cc1)C(=O)c1ccccc1,-0.85,7.4
649,OC(=O)Cn1cc(cc1C(=O)c1ccccc1)C(=O)c1ccccc1,-0.51,7.4
650,OC(=O)[C@@H](NC(=O)[C@@H](N)Cc1c2c([nH]c1)cccc2)Cc1c2c([nH]c1)cccc2,-0.4,7.4
651,OC(=O)[C@@H](NC(=O)[C@@H](N)Cc1c2c([nH]c1)cccc2)Cc1ccccc1,-0.5,7.4
652,OC(=O)[C@H](C)c1cc(ccc1)C(=O)c1ccccc1,-0.11,7.4
653,OC(=O)[C@H](C)c1ccc(cc1)CC(C)C,1.44,7.4
654,OC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](N)Cc1ccccc1)Cc1ccccc1)Cc1ccccc1,-0.29,7.4
655,OC(=O)[C@H](NC(=O)[C@H](N)Cc1ccccc1)Cc1ccccc1,-0.98,7.4
656,OC(=O)[C@H]1CCn2c1ccc2C(=O)c1ccccc1,-0.27,7.4
657,OC(=O)[C@H]1N(CCC1)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(O)=O)CCCCN,-3.4,7.4
658,OC(=O)c1cc(N)ccc1,-2.38,7.4
659,OC(=O)c1cc(ccc1)Cc1ncccn1,-1.98,7.4
660,OC(=O)c1cc(ccc1)Cn1c2c(nc1)cccc2,-0.72,7.4
661,OC(=O)c1cc(ccc1)Cn1ccnc1,-2.07,7.4
662,OC(=O)c1cc(ccc1)Cn1nccc1,-1.62,7.4
663,OC(=O)c1cc-2nc(c(c-2[nH]c1)C1CCCCC1)-c1ccccc1,2.5,7.4
664,OC(=O)c1cc2n(CC(=O)N(C)C)c(c(c2nc1)C1CCCCC1)-c1ccccc1,0.8,7.4
665,OC(=O)c1ccc(N)cc1,-1.77,7.4
666,OC(=O)c1ccc(cc1)Cc1ncccn1,-2.2,7.4
667,OC(=O)c1ccc(cc1)Cn1c2c(nc1)cccc2,-0.61,7.4
668,OC(=O)c1ccc(cc1)Cn1ccnc1,-2.1,7.4
669,OC(=O)c1ccc(cc1)Cn1nccc1,-1.65,7.4
670,OC(=O)c1ccccc1,-1.25,7.4
671,OC(=O)c1ccccc1N,-1.31,7.4
672,OC(=O)c1nc2n(CC(=O)N(C)C)c(c(c2cc1)C1CCCCC1)-c1ccccc1,1.1,7.4
673,OC(C)(C)C=1C=Cn2c(ncc2)C=1,0.6,7.4
674,OC(CN(C)c1nnc(Nn2c(ccc2C)C)cc1)C,1.73,7.4
675,OC(CN(CC(O)C)c1nnc(Nn2c(ccc2C)C)cc1)C,1.55,7.4
676,OC(CN(CCO)c1nnc(Nn2c(ccc2C)C)cc1)C,1.3,7.4
677,OC(CO)CO,-1.9,7.4
678,OC1(CCC2C3C(C4(C(=CC(=O)CC4)CC3)C)C(O)CC12C)C(=O)CO,1.53,7.4
679,OC1=CC=CN(C)C1=O,-0.22,7.4
680,OC1=CC=CN(CC(=O)NC(C)C)C1=O,-0.34,7.4
681,OC1=CC=CN(CC(=O)NC)C1=O,-1.15,7.4
682,OC1=CC=CN(CC(=O)NCCC)C1=O,-0.24,7.4
683,OC1=CC=CN(CC(=O)NCCCC)C1=O,0.33,7.4
684,OC1=CC=CN(CC)C1=O,0.2,7.4
685,OC1=CC=CN(CCCC)C1=O,1.2,7.4
686,OC1CCN(CC1)c1nnc(Nn2c(ccc2C)C)cc1,1.7,7.4
687,OC=1C(=O)C=C(N(C)C=1C(O)C)C,-0.61,7.4
688,OC=1C(=O)C=C(N(C)C=1C(O)CC)C,-0.13,7.4
689,OC=1C(=O)C=C(N(C)C=1CO)C,-1.01,7.4
690,OC=1C(=O)C=C(N(CC)C=1CO)C,-0.65,7.4
691,OC=1C(=O)C=CN(C(C)C)C=1C,0.05,7.4
692,OC=1C(=O)C=CN(C(C)C)C=1CC,0.73,7.4
693,OC=1C(=O)C=CN(C(CO)CO)C=1C,-1.7,7.4
694,OC=1C(=O)C=CN(C(COC)C)C=1C,-0.26,7.4
695,OC=1C(=O)C=CN(C)C=1C,-0.77,7.4
696,OC=1C(=O)C=CN(C)C=1CC,-0.21,7.4
697,OC=1C(=O)C=CN(C)C=1CO,-1.32,7.4
698,OC=1C(=O)C=CN(C=1C)c1ccccc1,1.01,7.4
699,OC=1C(=O)C=CN(CC(C)C)C=1C,0.65,7.4
700,OC=1C(=O)C=CN(CC(O)(C)C)C=1C,-0.77,7.4
701,OC=1C(=O)C=CN(CC(OC)OC)C=1C,-0.46,7.4
702,OC=1C(=O)C=CN(CC(OCC)OCC)C=1C,0.21,7.4
703,OC=1C(=O)C=CN(CC)C=1C,-0.31,7.4
704,OC=1C(=O)C=CN(CC)C=1C(O)C,-0.56,7.4
705,OC=1C(=O)C=CN(CC)C=1CC,0.25,7.4
706,OC=1C(=O)C=CN(CC)C=1CO,-0.85,7.4
707,OC=1C(=O)C=CN(CC=C)C=1C,0.03,7.4
708,OC=1C(=O)C=CN(CC=C)C=1CC,0.47,7.4
709,OC=1C(=O)C=CN(CCC(=O)N(C)C)C=1C,-1.0,7.4
710,OC=1C(=O)C=CN(CCC(=O)N(CC)C)C=1C,-0.67,7.4
711,OC=1C(=O)C=CN(CCC(=O)N(CC)CC)C=1C,-0.36,7.4
712,OC=1C(=O)C=CN(CCC(=O)NC(C)C)C=1C,-0.47,7.4
713,OC=1C(=O)C=CN(CCC(=O)NC)C=1C,-1.1,7.4
714,OC=1C(=O)C=CN(CCC(=O)NCC)C=1C,-0.82,7.4
715,OC=1C(=O)C=CN(CCC(=O)NCCC)C=1C,-0.4,7.4
716,OC=1C(=O)C=CN(CCC(=O)NCCCC)C=1C,0.1,7.4
717,OC=1C(=O)C=CN(CCC(O)=O)C=1C,-2.92,7.4
718,OC=1C(=O)C=CN(CCC(O)=O)C=1CC,-1.6,7.4
719,OC=1C(=O)C=CN(CCC(OC)=O)C=1C,-0.77,7.4
720,OC=1C(=O)C=CN(CCC(OCC)=O)C=1C,-0.24,7.4
721,OC=1C(=O)C=CN(CCC)C=1C,0.18,7.4
722,OC=1C(=O)C=CN(CCC)C=1CC,0.7,7.4
723,OC=1C(=O)C=CN(CCCC(=O)NC)C=1C,-1.08,7.4
724,OC=1C(=O)C=CN(CCCC(O)=O)C=1C,-2.75,7.4
725,OC=1C(=O)C=CN(CCCC(O)=O)C=1CC,-1.38,7.4
726,OC=1C(=O)C=CN(CCCC)C=1C,0.7,7.4
727,OC=1C(=O)C=CN(CCCC)C=1CC,1.22,7.4
728,OC=1C(=O)C=CN(CCCCC)C=1C,1.24,7.4
729,OC=1C(=O)C=CN(CCCCCC)C=1C,1.89,7.4
730,OC=1C(=O)C=CN(CCCCCC)C=1CC,2.28,7.4
731,OC=1C(=O)C=CN(CCCCCCCC)C=1C,2.88,7.4
732,OC=1C(=O)C=CN(CCCCO)C=1C,-0.75,7.4
733,OC=1C(=O)C=CN(CCCCO)C=1CC,-0.28,7.4
734,OC=1C(=O)C=CN(CCCN)C=1C,-2.1,7.4
735,OC=1C(=O)C=CN(CCCO)C=1C,-0.9,7.4
736,OC=1C(=O)C=CN(CCCO)C=1C(O)C,-1.12,7.4
737,OC=1C(=O)C=CN(CCCO)C=1CC,-0.32,7.4
738,OC=1C(=O)C=CN(CCCO)C=1CO,-1.25,7.4
739,OC=1C(=O)C=CN(CCCOC(=O)c2ccccc2)C=1C,1.25,7.4
740,OC=1C(=O)C=CN(CCCOC(=O)c2ccccc2)C=1CO,0.75,7.4
741,OC=1C(=O)C=CN(CCCOCC)C=1C,0.12,7.4
742,OC=1C(=O)C=CN(CCCOCC)C=1CC,0.72,7.4
743,OC=1C(=O)C=CN(CCN)C=1C,-1.55,7.4
744,OC=1C(=O)C=CN(CCNC(=O)C)C=1C,-1.15,7.4
745,OC=1C(=O)C=CN(CCO)C=1C,-1.1,7.4
746,OC=1C(=O)C=CN(CCO)C=1CC,-0.66,7.4
747,OC=1C(=O)C=CN(CCOC(=O)C(C)(C)C)C=1CC,1.16,7.4
748,OC=1C(=O)C=CN(CCOC)C=1C,-0.41,7.4
749,OC=1C(=O)C=CN(CCOC)C=1CC,0.04,7.4
750,OCCN(CCO)c1nnc(Nn2c(ccc2C)C)cc1,1.06,7.4
751,OCCn1c(ncc1[N+](=O)[O-])C,-0.02,7.4
752,OC[C@@H](NC(=O)[C@@H]1C=C2[C@H](N(C1)C)Cc1c3c2cccc3n(c1)C)CC,2.13,7.4
753,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-3.1,7.4
754,OC[C@H](NC(=O)C)C(=O)N([C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)N)C,-1.51,7.4
755,OC[C@H](NC(=O)[C@@H]1C=C2[C@@H](N(C1)C)Cc1c3c2cccc3[nH]c1)C,1.54,7.4
756,OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNC,-3.62,7.4
757,O[C@H]([C@@H](NC)C)c1ccccc1,-0.77,7.4
758,O\N=C(/CNC1CCCCC1)\c1ccccc1,2.78,7.4
759,O\N=C(/N)\c1cc2[nH]c(nc2cc1)-c1ncccc1,1.6,7.4
760,O\N=C(/N)\c1cc2[nH]c(nc2cc1)Cc1[nH]c2nccc(c2n1)C,1.0,7.4
761,O\N=C(/N1CCCCC1)\c1ccccc1-c1ccccc1,4.46,7.4
762,O\N=C(/NC1CCCC1)\c1ccccc1-c1ccccc1,4.3,7.4
763,O\N=C(/NC1CCCCC1)\C1CCCCC1,4.41,7.4
764,O\N=C(/NC1CCCCC1)\c1ccc(cc1)CC,4.6,7.4
765,O\N=C(/NC1CCCCC1)\c1ccccc1,3.9,7.4
766,O\N=C(/NC1CCCCC1)\c1ccccc1-c1ccccc1,4.53,7.4
767,O\N=C(/NC1CCCCC1)\c1cccnc1,2.82,7.4
768,O\N=C(/NCC(C)(C)C)\c1ccccc1-c1ccccc1,4.67,7.4
769,O\N=C(/NCC1CC1)\c1ccccc1-c1ccccc1,4.0,7.4
770,O\N=C(/Nc1ccccc1)\c1ccccc1-c1ccccc1,4.32,7.4
771,O\N=C(\NC1CCCCC1)/c1c2c(ccc1)cccc2,4.43,7.4
772,Oc1c(CO)c(cnc1C)CO,-0.51,7.4
773,Oc1c(nccc1O)C,-0.5,7.4
774,Oc1c(nccc1O)CC,0.05,7.4
775,Oc1cc(ccc1)[C@H](N1C[C@H](N(C[C@@H]1C)Cc1ccccc1)C)c1cc2c(CCN(C2)C(=O)C(O)=O)cc1,1.6,7.4
776,Oc1cc(ccc1)[C@H](N1C[C@H](N(C[C@@H]1C)Cc1ccccc1)C)c1cc2c(CCN(C2)C(=O)CC(O)=O)cc1,0.4,7.4
777,Oc1cc(ccc1)[C@H](N1C[C@H](N(C[C@@H]1C)Cc1ccccc1)C)c1cc2c(CCN(C2)CC(O)=O)cc1,2.1,7.4
778,Oc1cc(ccc1)[C@H](N1C[C@H](N(C[C@@H]1C)Cc1ccccc1)C)c1cc2c(CCN(C2)CCC(O)=O)cc1,2.1,7.4
779,Oc1cc(ccc1)[C@H](N1C[C@H](N(C[C@@H]1C)Cc1ccccc1)C)c1ccc(cc1)-c1ccccc1C(O)=O,2.3,7.4
780,Oc1cc(ccc1)[C@H](N1C[C@H](N(C[C@@H]1C)Cc1ccccc1)C)c1ccc(cc1)CC(O)=O,1.1,7.4
781,Oc1cc(ccc1)[C@H](N1C[C@H](N(C[C@@H]1C)Cc1ccccc1)C)c1ccc(cc1)CCC(O)=O,2.1,7.4
782,Oc1cc2CC[C@H]3[C@@H]4CC[C@H](O)[C@]4(CC[C@@H]3c2cc1)C,4.01,7.4
783,Oc1cc2CC[C@H]3[C@H]4CC[C@](O)(C#C)[C@@]4(CC[C@@H]3c2cc1)C,3.42,7.4
784,Oc1cc2n(ncc2cc1)CCN,0.254,7.4
785,Oc1cc2n(ncc2cc1)C[C@@H](N)C,0.693,7.4
786,Oc1ccc(NC(=O)C)cc1,0.51,7.4
787,Oc1ccc(cc1)/C(=C(\CC)/c1ccc(O)cc1)/CC,5.07,7.4
788,Oc1ccc(cc1)C(=O)Nc1cc(NC(=O)c2cc(N(C)C)ccc2)ccc1C,2.7,7.4
789,Oc1ccc(cc1)CC(NC(=O)C(N)Cc1c2c([nH]c1)cccc2)C(O)=O,-1.38,7.4
790,Oc1ccc(cc1)C[C@H](NC(=O)C)C(=O)NCC(=O)NCC(=O)N[C@@H](CCC(=O)N)C(=O)N,-2.59,7.4
791,Oc1ccc(cc1)C[C@H](NC(=O)[C@@H](NC(=O)[C@H]1N(CCC1)C(=O)[C@@H](NC(=O)C)Cc1ccccc1)Cc1ccccc1)C(=O)N,1.64,7.4
792,Oc1ccc(cc1C(=O)N)[C@H](O)CN[C@@H](CCc1ccccc1)C,1.08,7.4
793,Oc1ccccc1,1.54,7.4
794,Oc1ccccc1C(O)=O,-2.14,7.4
795,Oc1cccnc1,0.52,7.4
796,S(=O)(=O)(C)c1c2nccc(c2ccc1)-c1c2cc(ccc2n(CC(O)=O)c1C)C,0.3,7.4
797,S(=O)(=O)(C)c1cc(C(=O)NCCN(CC)CC)c(OC)cc1,-0.09,7.4
798,S(=O)(=O)(C)c1cc(ccc1)-c1nc(n(\C=C\[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1)C(C)C.[Na+],-0.6,7.4
799,S(=O)(=O)(C)c1ccc(cc1)CC(=O)N(CC)C1CCN(CC1)CC[C@@H](c1cc(F)cc(F)c1)c1ccc(S(=O)(=O)C)cc1,2.2,7.4
800,S(=O)(=O)(CCN1CCC2(OC3(OO2)C2CC4CC3CC(C2)C4)CC1)CC,2.3,7.4
801,S(=O)(=O)(N(CCC)CCC)c1ccc(cc1)C(O)=O,-0.23,7.4
802,S(=O)(=O)(N)c1cc(cc(NCCCC)c1Oc1ccccc1)C(O)=O,-0.11,7.4
803,S(=O)(=O)(N)c1ccc(cc1)Cn1c2c(nc1)cccc2,1.04,7.4
804,S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(cc1)CCNC(=O)c1ncc(nc1)C,1.91,7.4
805,S(=O)(=O)(NC)Cc1cc2c([nH]cc2CCN(C)C)cc1,-1.17,7.4
806,S(=O)(=O)(NCc1nc(on1)[C@H](CCCC1CCCCC1)CC(=O)NO)C,2.3,7.4
807,S(=O)(=O)(Nc1cc(ccc1)Cn1c2c(nc1)cccc2)C,2.08,7.4
808,S(=O)(=O)(Nc1cc2[nH]cc(c2cc1)-c1ccncc1)c1ccccc1,2.01,7.4
809,S(=O)(=O)(Nc1cc2c(N=C(NC2=O)N)cc1)c1ccc(cc1)C(=O)N[C@@H](CCC(OCC)=O)C(OCC)=O,2.46,7.4
810,S(=O)(=O)(Nc1ccc(cc1)-c1nc(on1)Cc1cc2c([nH]cc2CCN(C)C)cc1)C,1.22,7.4
811,S(=O)(=O)(Nc1ccc(cc1)C(O)CNC(C)C)C,-1.38,7.4
812,S(=O)(=O)(Nc1ccc(cc1)Cc1nc(on1)-c1cc2c([nH]cc2CCN(C)C)cc1)C,1.25,7.4
813,S(=O)(=O)(Nc1ccc(cc1)Cc1nc(on1)-c1cc2c([nH]cc2CCN)cc1)C,0.25,7.4
814,S(=O)(=O)(Nc1ccc(cc1)Cc1nc(on1)Cc1cc2c([nH]cc2CCN(C)C)cc1)C,0.5,7.4
815,S(=O)(=O)(Nc1ccc(cc1)[C@H](O)CNC(C)C)C,-1.19,7.4
816,S(=O)(=O)(Nc1ncccc1)c1ccc(N\N=C/2\C=C(C(O)=O)C(=O)C=C\2)cc1,-0.13,7.4
817,S(=O)(=O)(Nc1ncccc1)c1ccc(\N=N\c2cc(C(O)=O)c(O)cc2)cc1,0.08,7.4
818,S(=O)(=O)(Nc1ncccn1)c1ccc(N)cc1,-0.6,7.4
819,S(=O)(=O)(Nc1onc(C)c1C)c1ccc(N)cc1,-0.56,7.4
820,S(=O)(=O)(c1cc(CN(C)C)c(O)cc1)c1cc(S(=O)(=O)N)oc1,0.11,7.4
821,S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1,0.68,7.4
822,S(=O)(=O)(c1ccc(O)cc1)c1cc(S(=O)(=O)N)oc1,0.79,7.4
823,S(=O)(Cc1ncc(C)c(OC)c1C)c1[nH]c2c(n1)cc(OC)cc2,2.3,7.4
824,S(=O)(Cc1ncc(C)c(OC)c1C)c1[nH]c2cc(OC)ccc2n1,2.22,7.4
825,S(=O)(Cc1ncccc1)c1[nH]c2c(n1)cccc2,1.33,7.4
826,S(C)c1cc2c(N=CN(\C=C\C(O)=O)C2=O)cc1,-1.05,7.4
827,S(C)c1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.09,7.4
828,S(CC)C=1OC(=O)c2c(N=1)cccc2,3.0,7.4
829,S(CC)C=1OC(=O)c2c(N=1)cccc2C,3.6,7.4
830,S(Cc1ccccc1)C=1OC(=O)c2c(N=1)cccc2,3.6,7.4
831,S(Cc1nc[nH]c1C)CC\N=C(\NC#N)/NC,0.33,7.4
832,S(Cc1oc(cc1)CN(C)C)CCNC(NC)=C[N+](=O)[O-],-0.39,7.4
833,S(Cc1oc(cc1)CN(C)C)CCN\C(\NC)=C\[N+](=O)[O-],-0.53,7.4
834,S(OCCOc1ccc(OC)cc1CN(C(=O)C)c1cc(F)ccc1Oc1ccccc1)(=O)(=O)c1ccc(cc1)C,4.65,7.4
835,S(c1c2c(nc(nc2N)N)ccc1)c1cc2c(cc1)cccc2,4.41,7.4
836,S(c1nc(ncc1)N1CCN(CC1)c1ccncc1)c1nnc(n1CCCN1CCOCC1)-c1ncccc1,2.08,7.4
837,S(c1nc(ncc1)N1CCN(CC1)c1ccncc1)c1nnc(n1CCN1CCOCC1)Cc1ccccc1,2.18,7.4
838,S1(=O)(=O)N(C)C(C(=O)N(C)c2ncccc2)=C(O)c2c1cccc2,0.2,7.4
839,S1(=O)(=O)N(C)C(C(=O)Nc2ncccc2)=C(O)c2c1cccc2,0.09,7.4
840,S1(=O)(=O)N(CCCN1C)Cc1cc2c([nH]cc2CCN(C)C)cc1,-0.02,7.4
841,S1(=O)(=O)N(CCN1C(C)C)Cc1cc2c([nH]cc2CCN(C)C)cc1,0.16,7.4
842,S1(=O)(=O)N(CCN1C)CCc1cc2c([nH]cc2CCN(C)C)cc1,-0.57,7.4
843,S1(=O)(=O)N(CCN1C)Cc1cc2c([nH]cc2CCN(C)C)cc1,-0.68,7.4
844,S1(=O)(=O)N(CCN1C)Cc1cc2c([nH]cc2CCNC)cc1,-1.71,7.4
845,S1(=O)(=O)N(CCN1C)c1cc2c([nH]cc2CCN(C)C)cc1,-0.92,7.4
846,S1(=O)(=O)N(CCN1Cc1cc2c([nH]cc2CCN(C)C)cc1)Cc1ccc(NC(=O)C)cc1,0.42,7.4
847,S1(=O)(=O)NC(=O)c2c1cccc2,-1.0,7.4
848,S1(=O)(=O)NC(CN1Cc1cc2c([nH]cc2CCN(C)C)cc1)(C)C,-0.39,7.4
849,S1(=O)(=O)NCC(N1Cc1cc2c([nH]cc2CCN(C)C)cc1)(C)C,-0.78,7.4
850,S1(=O)(=O)NCCN1Cc1cc2c([nH]cc2CCN(C)C)cc1,-0.97,7.4
851,S1C[C@H](O[C@H]1CO)N1C=CC(=NC1=O)N,-0.92,7.4
852,S1Cc2c(cccc2)\C(\c2c1cccc2)=C\CCN(C)C,2.66,7.4
853,S1SCCC(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)N)C(=O)NC(C1)C(=O)N1CCCC1C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N,-1.95,7.4
854,S1[C@H]2N(C(C(O)=O)=C(C1)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccc(O)cc1,-1.77,7.4
855,S1[C@H]2N(C(C(O)=O)=C(C1)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1,-1.0,7.4
856,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccc(O)cc1,-2.56,7.4
857,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1,-1.85,7.4
858,S1[C@H]2N([C@H](C(O)=O)C1C)C(=O)[C@H]2NC(=O)COc1ccccc1,-0.62,7.4
859,S1c2c(N(CCN(C)C)C(=O)C(OC(=O)C)C1c1ccc(OC)cc1)cccc2,2.22,7.4
860,S1c2c(N(c3c1cccc3)CC(N(C)C)C)cccc2,2.85,7.4
861,S1c2c(N(c3c1cccc3)CCC1N(CCCC1)C)cc(SC)cc2,3.34,7.4
862,S1c2c(N(c3c1cccc3)CCCN(C)C)cc(cc2)C(F)(F)F,3.61,7.4
863,S1c2c(N(c3c1cccc3)CCCN(C)C)cccc2,2.48,7.4
864,S1c2c(N(c3c1cccc3)C[C@@H](CN(C)C)C)cc(OC)cc2,2.77,7.4
865,S1c2c(NC1=O)c(O)ccc2CCNCCCS(=O)(=O)CCCOCCc1ccccc1,1.5,7.4
866,S1c2c(NC1=O)c(O)ccc2CCNCCCSCCOCCc1ccccc1,2.92,7.4
867,S1c2c(NC1=O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccccc1,2.51,7.4
868,S=C(NC1CCCCC1)N1CCC(CC1)c1nc[nH]c1,2.59,7.4
869,S=C(Oc1cc2c(cc1)cccc2)N(C)c1cc(ccc1)C,5.4,7.4
870,S=C(Oc1cc2c(cc1)cccc2)Nc1cc(ccc1)C,5.4,7.4
871,[Br-].O1c2c(cccc2)C(c2c1cccc2)C(OC1CC2[N+](C(C1)CC2)(C)C)=O,-1.45,7.4
872,[Br-].O1c2c(cccc2)C(c2c1cccc2)C(OCC[N+](C(C)C)(C(C)C)C)=O,-1.07,7.4
873,[Br-].[n+]1(c2cc(N)ccc2c2c(cc(N)cc2)c1-c1ccccc1)CC,-1.1,7.4
874,[Cl-].Fc1cc2C3c4[n+](C(CC3(c3ccoc3)c3ccoc3)c2cc1)cccc4,0.75,7.4
