,smiles,logD,pH
875,[Cl-].o1cc(cc1)C1(C2c3cc(O)ccc3C([n+]3c2cccc3)C1)c1ccoc1,0.32,7.4
876,[Na+].Fc1cc(C)c(cc1)-c1n(\C=C\[C@@H](O)C[C@@H](O)CC(=O)[O-])c(nc1-c1ccc(F)cc1)C(C)C,0.86,7.4
877,[Na+].Fc1ccc(cc1)-c1n(\C=C\[C@@H](O)C[C@@H](O)CC(=O)[O-])c(nc1-c1cc(NC)ccc1)C(C)C,-0.05,7.4
878,[Na+].Fc1ccc(cc1)-c1n(\C=C\[C@@H](O)C[C@@H](O)CC(=O)[O-])c(nc1-c1ccc(F)cc1)C(C)C,0.72,7.4
879,[Na+].Fc1ccc(cc1)-c1n(\C=C\[C@@H](O)C[C@@H](O)CC(=O)[O-])c(nc1-c1ccc(F)cc1)C(F)(F)F,0.73,7.4
880,[Na+].Fc1ccc(cc1)-c1n(\C=C\[C@@H](O)C[C@@H](O)CC(=O)[O-])c(nc1-c1cccnc1)C(C)C,-0.43,7.4
881,[Na+].Fc1ccc(cc1)-c1nc(n(\C=C\[C@@H](O)C[C@@H](O)CC(=O)[O-])c1C(C)C)-c1ccc(F)cc1,0.83,7.4
882,[Re-]123(SCCN1C(=O)C[N+]2(CCS3)CCCNCC)[OH2+],0.3,7.4
883,[Si](C)(C)(C)c1nn(-c2ccc(cc2)C)c(NC(=O)Nc2c3c(cccc3)c(OCCN3CCOCC3)cc2)c1,4.7,7.4
884,[Tc-]12(SCC[N+]1(CCS2)CC)(Sc1ccc(OC)cc1)[OH2+],2.77,7.4
885,[Tc-]12(SCC[N+]1(CCS2)CCN(C)C)(Sc1ccc(OC)cc1)[OH2+],2.38,7.4
886,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(SCc1ccc(OC)cc1)[OH2+],2.61,7.4
887,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(SCc1ccc(cc1)C(C)(C)C)[OH2+],2.53,7.4
888,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(SCc1ccccc1)[OH2+],2.38,7.4
889,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1cc(C)c(cc1)C)[OH2+],2.65,7.4
890,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1cc(OC)ccc1)[OH2+],2.58,7.4
891,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1cc2c(cc1)cccc2)[OH2+],2.66,7.4
892,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccc(Br)cc1)[OH2+],2.87,7.4
893,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccc(OC)cc1)[OH2+],2.59,7.4
894,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccc(cc1)C(C)(C)C)[OH2+],2.97,7.4
895,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccc(cc1)C(C)C)[OH2+],2.83,7.4
896,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccc(cc1)C)[OH2+],2.66,7.4
897,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccc(cc1)CC)[OH2+],2.7,7.4
898,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccc(cc1)CCCC)[OH2+],2.99,7.4
899,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccccc1)[OH2+],2.63,7.4
900,[Tc-]12(SCC[N+]1(CCS2)CCN(CC)CC)(Sc1ccccc1OC)[OH2+],2.6,7.4
901,[Tc-]12(SCC[N+]1(CCS2)CCOC)(Sc1ccc(OC)cc1)[OH2+],2.81,7.4
902,[Tc-]123(SCCN1C(=O)C[N+]2(CCS3)CCNCCCC)[OH2+],1.9,7.4
903,[nH]1c2CCN(Cc2cc1)Cc1ccccc1,1.59,7.4
904,[nH]1c2c(cc(cc2)C)c(c1C1CCCNC1)-c1ccncc1,2.18,7.4
905,[nH]1c2c(cc1)C(N(CC2C)C)C,-0.41,7.4
906,[nH]1cc(c2c1cccc2)-c1ccncc1,2.81,7.4
907,[nH]1cc(c2cc(-n3ccnc3C)ccc12)CCN(C)C,-0.13,7.4
908,[nH]1cc(c2cc(-n3ncnc3)ccc12)CCN(C)C,-0.34,7.4
909,[nH]1cc(c2cc(ccc12)Cc1ncnn1C)CCN(C)C,-0.75,7.4
910,[nH]1cc(c2cc(ccc12)Cc1nn(nn1)C)CCN(C)C,-0.51,7.4
911,[nH]1cc(c2cc(ccc12)Cc1nn(nn1)CC)CCN(C)C,0.02,7.4
912,[nH]1cc(c2cc(ccc12)Cc1nnnn1C)CCN(C)C,-0.94,7.4
913,[nH]1cc(c2cc(ccc12)Cc1nnnn1CC)CCN(C)C,-0.43,7.4
914,[nH]1cc(c2cc(ccc12)Cn1nccn1)CCN(C)C,-0.2,7.4
915,[nH]1cc(c2cc(ccc12)Cn1ncnc1)CCN(C)C,-0.74,7.4
916,[nH]1cc(c2cc(ccc12)Cn1ncnn1)CCN(C)C,-0.34,7.4
917,[nH]1cc(c2cc(ccc12)Cn1nncc1)CCN(C)C,-0.7,7.4
918,[nH]1cc(c2cc(ccc12)Cn1nnnc1)CCN(C)C,-0.64,7.4
919,[nH]1ccnc1C,-0.99,7.4
920,[nH]1nc(nc1N)-c1cc(ncc1)N,0.11,7.4
921,[nH]1nc(nn1)-c1cc(ccc1)Cc1ncccn1,-1.28,7.4
922,[nH]1nc(nn1)-c1cc(ccc1)Cn1c2c(nc1)cccc2,0.27,7.4
923,c12c(cccc1)cccc2,3.37,7.4
924,c1ccccc1,2.13,7.4
925,n1-2c(ccc1)C(=Nc1c-2cccc1)C=1CCCCC=1,4.12,7.4
926,n1-2c(ccc1)C(=Nc1c-2cccc1)C=C,3.08,7.4
927,n1-2c(ccc1)C(=Nc1c-2cccc1)CCC,3.35,7.4
928,n1-2c(ccc1)C(=Nc1c-2cccc1)CCCCC,4.04,7.4
929,n1-2c(ccc1)C(=Nc1c-2cccc1)NCCCN(CCCNC1=Nc2c(-n3c1ccc3)cccc2)C,4.12,7.4
930,n1-2c(ccc1)C(=Nc1c-2cccc1)NCCCN1CCN(CC1)CCCNC1=Nc2c(-n3c1ccc3)cccc2,2.52,7.4
931,n1-2c(ccc1)C(=Nc1c-2cccc1)\C=C/C,3.3,7.4
932,n1-2c(ccc1)C(=Nc1c-2cccc1)\C=C\C,3.44,7.4
933,n1-2c(ccc1)C(=Nc1c-2cccc1)\C=C\CCC,4.44,7.4
934,n1-2c(ccc1)C(=Nc1c-2cccc1)\C=C\c1ccccc1,4.84,7.4
935,n1-2c(ccc1)C(=Nc1c-2cccc1)c1ccccc1,3.6,7.4
936,n12C=CC=Nc1ncc2,-0.2,7.4
937,n12c(ncc1)C=CC=C2,0.8,7.4
938,n1c(N)c(\N=N\c2ccccc2)ccc1N,3.31,7.4
939,n1c(N)c2nc(-c3ccccc3)c(nc2nc1N)N,1.21,7.4
940,n1c(nc(NC2CC2)c(C)c1N1CCCCCC1)C1CC1,2.9,7.4
941,n1c2c(CCCC2)c(N)c2c1cccc2,0.34,7.4
942,n1c2c(cc3c1cccc3)cccc2,3.29,7.4
943,n1c2c(ccc1\C=C\C)cccc2,2.23,7.4
944,n1c2c(cccc2)ccc1,2.09,7.4
945,n1c2c(n(c1)Cc1cc(N)ccc1)cccc2,1.92,7.4
946,n1c2c(n(c1)Cc1cc(ccc1)C#N)cccc2,2.47,7.4
947,n1c2c(n(c1)Cc1cc(ccc1)CN)cccc2,0.21,7.4
948,n1c2c(n(c1)Cc1ccccc1)cccc2,2.91,7.4
949,n1cc(c2c(cccc2)c1)-c1ccc(cc1)CNCC1CCNC1,1.52,7.4
950,n1cc(ccc1)[C@@H]1N(CCC1)C,0.45,7.4
951,n1ccccc1,0.57,7.4
952,n1cccnc1Cc1cc(ccc1)C#N,1.46,7.4
953,n1cccnc1Cc1cc(ccc1)C(N)=N,-1.03,7.4
954,n1cccnc1Cc1cc(ccc1)CN,-1.11,7.4
955,n1ccn(c1)C,-0.06,7.4
956,n1ccn(c1)C(c1ccc(cc1)-c1ccccc1)c1ccccc1,4.77,7.4
957,n1ccn(c1)Cc1cc(ccc1)C#N,1.01,7.4
958,n1ccn(c1)Cc1ccccc1,1.78,7.4
959,n1ccn(c1)[C@@H](c1ccc(cc1)-c1ccccc1)c1ccccc1,4.77,7.4
960,n1n(ccc1)Cc1cc(ccc1)C#N,1.74,7.4
961,n1n(ccc1)Cc1cc(ccc1)CN,-0.77,7.4
962,n1nc(Nn2c(ccc2C)C)ccc1N(C)C,2.18,7.4
963,n1nc(Nn2c(ccc2C)C)ccc1N(CC)CC,2.73,7.4
964,n1nc(Nn2c(ccc2C)C)ccc1N(CC=C)CC=C,1.7,7.4
965,n1nc(Nn2c(ccc2C)C)ccc1N1CCCC1,2.45,7.4
966,n1nc(Nn2c(ccc2C)C)ccc1N1CCCCC1,3.13,7.4
967,n1nc(Nn2c(ccc2C)C)ccc1N1CCN(CC1)C,1.94,7.4
968,n1nc(Nn2c(ccc2C)C)ccc1N1CCNCC1,1.44,7.4
969,o1c(ccc1[N+](=O)[O-])C(=O)NNC(=O)c1cc2c(cc1)cccc2,3.02,7.4
970,o1c(ccc1[N+](=O)[O-])C(=O)NNC(=O)c1ccc(cc1)COc1ccc(OCC)cc1,4.32,7.4
971,o1c(ccc1[N+](=O)[O-])\C=N\O,1.28,7.4
972,o1c(nc(CNCCC2N(CCC2)C)c1C)-c1cc(ccc1)C,3.3,7.4
973,o1c(nc(CNCCC2N(CCC2)C)c1C)-c1ccc(cc1)C,3.3,7.4
974,o1c(nnc1-c1occc1)-c1cc(NC(=O)CCC2CCCCC2)ccc1,6.84,7.4
975,o1c2CCN(CCc2nc1N)CC,0.05,7.4
976,o1cc(cc1)C1(C2c3cc(ccc3C([n+]3c2cccc3)C1)C(O)=O)c1ccoc1,1.76,7.4
977,o1cc(nc1-c1cc(OC)ccc1)CNC(CCCCC)C,4.32,7.4
978,o1cc(nc1-c1cc(OCC)ccc1)CNC(CCCCC)C,4.83,7.4
979,o1cc(nc1-c1ccc(OC(C)C)cc1)CNC(CCCCC)C,4.56,7.4
980,o1cc(nc1-c1ccc(OC)cc1)CNC(CCCCC)C,4.16,7.4
981,o1cc(nc1-c1ccc(OCC(=O)c2ccccc2)cc1)CNC(CCCCC)C,4.16,7.4
982,o1cc(nc1-c1ccc(OCC)cc1)CNC(CCCCC)C,4.95,7.4
983,o1cc(nc1-c1ccc(OCC)cc1)CNC1C[C@@H]2C[C@H]([C@H]1C)C2(C)C,5.22,7.4
984,o1cc(nc1-c1ccc(OCC)cc1)CNC[C@H]1[C@@H]2C[C@H](CC1)C2(C)C,5.5,7.4
985,o1cc(nc1-c1ccc(OCCCC)cc1)CNC(CCCCC)C,5.01,7.4
986,o1cc(nc1-c1ccc(OCCCC)cc1)CNC1CCCCCC1,5.34,7.4
987,o1cc(nc1-c1ccc(OCCCC)cc1)CNCCC1N(CCC1)C,4.64,7.4
988,o1cc(nc1-c1ccc(OCCCCC)cc1)CNC1CC(CC(C1)C)(C)C,6.02,7.4
989,o1cc(nc1-c1ccc(OCCCCC)cc1)CNCCC1N(CCC1)C,5.2,7.4
990,o1cc(nc1-c1ccc(OCCCCC)cc1)CNC[C@H]1[C@@H]2C[C@H](CC1)C2(C)C,6.45,7.4
991,o1cc(nc1-c1ccc(OCCCCC)cc1)CN[C@@H]1C[C@@H]2C[C@H]([C@H]1C)C2(C)C,6.5,7.4
992,o1cc(nc1-c1ccc(Oc2ccccc2)cc1)CNC(CCCCC)C,4.67,7.4
993,o1cc(nc1-c1ccc(cc1)-c1ccccc1)CNC(CCCCC)C,4.94,7.4
994,o1cc(nc1-c1ccc(cc1)C(C)(C)C)CNC1CCCCCC1,5.41,7.4
995,o1cc(nc1-c1ccc(cc1)C)CNC(CCCCC)C,4.66,7.4
996,o1cc(nc1-c1ccc(cc1)CCCC)CNC(CCCCC)C,5.51,7.4
997,o1cc(nc1-c1ccc(cc1)CCCC)CNC1CC(CC(C1)C)(C)C,5.99,7.4
998,o1cc(nc1-c1ccc(cc1)CCCC)CNC1CCCCCC1,5.49,7.4
999,o1cc(nc1-c1ccc(cc1)CCCC)CNCCC1N(CCC1)C,4.69,7.4
1000,o1cc(nc1-c1ccc(cc1)CCCC)CNCCN1CCCC1,4.89,7.4
1001,o1cc(nc1-c1ccc(cc1)CCCC)CNC[C@H]1[C@@H]2C[C@H](CC1)C2(C)C,6.68,7.4
1002,o1cc(nc1-c1ccc(cc1)CCCC)CN[C@@H]1C[C@@H]2C[C@H]([C@H]1C)C2(C)C,6.6,7.4
1003,o1cccc1C(=O)N1CCN(CC1)c1nc(N)c2cc(OC)c(OC)cc2n1,1.88,7.4
1004,o1cccc1C=CC(=O)N1CCN(CC1)Cc1cc2OCOc2cc1,4.51,7.4
1005,o1cccc1CNC(=O)c1n2C=C(C=Cc2nc1C)C,3.02,7.4
1006,o1nc(nc1-c1cc2c([nH]cc2CCN)cc1)C1CC1,0.6,7.4
1007,o1nc(nc1N)NCCNC(=O)[C@H](C(C)C)C[C@H](O)[C@@H](NC(=O)[C@@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)CCCC)CC1CCCCC1,4.11,7.4
1008,o1nc(nc1N)NCCNC(=O)[C@H](C(C)C)C[C@H](O)[C@@H](NC(=O)[C@@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)CCCC)CC1CCCCC1,4.4,7.4
1009,o1nc(nc1[C@H](CCCC1CCCCC1)CC(=O)NO)-c1nccc(c1)C(O)=O,0.6,7.4
1010,o1nc(nc1[C@H](CCCC1CCCCC1)CC(=O)NO)C(=O)N,2.6,7.4
1011,o1nc(nc1[C@H](CCCC1CCCCC1)CC(=O)NO)C1=CNC(=O)NC1=O,2.1,7.4
1012,o1nc(nc1[C@H](CCCC1CCCCC1)CC(=O)NO)CNC(CO)(C)C,2.6,7.4
1013,s1c(ccc1C)CCCOCCS(=O)(=O)CCCNCCc1c2sc(O)nc2c(O)cc1,2.41,7.4
1014,s1c(ccc1CNc1cccnc1)-c1cc2c(cc1OC1CCNCC1)cncc2,1.9,7.4
1015,s1c(cnc1NC(=O)C=1N(S(=O)(=O)c2c(cccc2)C=1O)C)C,0.12,7.4
1016,s1c(cnc1Nc1ncnc2c1cc(OC)c(OCCCN1CCC(CC1)CO)c2)CC(=O)Nc1cc(F)ccc1,3.2,7.4
1017,s1c(nnc1NC(=O)C1(CCCC1)C[C@@H](CCC)C(O)=O)CC,0.5,7.4
1018,s1c(nnc1NS(=O)(=O)c1ccc(N)cc1)C,-1.11,7.4
1019,s1c2CCN(CCc2nc1N)CC=C,1.09,7.4
1020,s1c2c(S(=O)(=O)N(C)\C(=C(/O)\Nc3ncccc3)\C2=O)cc1,-0.32,7.4
1021,s1c2c([nH]c(c2C2CCCCC2)-c2ccccc2)cc1C(O)=O,3.4,7.4
1022,s1c2c(n(CC(=O)N(C)C)c(c2C2CCCCC2)-c2ccccc2)cc1C(O)=O,1.6,7.4
1023,s1c2c(nc1-c1ccn(c1)CC(O)=O)cccc2,-0.35,7.4
1024,s1c2c(nc1CN1N=C(c3c(cccc3)C1=O)CC(O)=O)cc(F)cc2F,0.05,7.4
1025,s1c2c(nc1CN1N=C(c3c(cccc3)C1=O)CC(O)=O)cc(cc2)C(F)(F)F,0.55,7.4
1026,s1c2c(nc1O)c(O)ccc2CCN(CCCOCCOCCc1ccccc1)C,2.44,7.4
1027,s1c2c(nc1O)c(O)ccc2CCN(CCCOCCOCCc1ccccc1)CCC,2.74,7.4
1028,s1c2c(nc1O)c(O)ccc2CCN(CCN(C(=O)CCOCCc1ccccc1)C)C,2.59,7.4
1029,s1c2c(nc1O)c(O)ccc2CCNCC(CSCCOCCc1ccccc1N)(C)C,3.44,7.4
1030,s1c2c(nc1O)c(O)ccc2CCNCCC(F)(F)CCCOCCc1ccccc1,3.26,7.4
1031,s1c2c(nc1O)c(O)ccc2CCNCCCCCCOCCc1ccccc1,2.73,7.4
1032,s1c2c(nc1O)c(O)ccc2CCNCCCN(S(=O)(=O)CCOCCc1ccccc1)C,1.24,7.4
1033,s1c2c(nc1O)c(O)ccc2CCNCCCNS(=O)(=O)CCOCCc1ccccc1,1.22,7.4
1034,s1c2c(nc1O)c(O)ccc2CCNCCCNS(=O)(=O)CCOCc1c2c(ccc1)cccc2,1.69,7.4
1035,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCNCCOc1ccccc1,0.9,7.4
1036,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCOCCCc1ccccc1,2.1,7.4
1037,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCOCCOc1ccccc1,1.13,7.4
1038,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCOCCc1c2c(ccc1)cccc2,2.54,7.4
1039,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCOCCc1cc(SC)ccc1,1.63,7.4
1040,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCOCCc1ccccc1,1.37,7.4
1041,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCOCCc1ccccc1N,1.17,7.4
1042,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCOCCc1ccccc1[N+](=O)[O-],1.37,7.4
1043,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCOCc1ccccc1,1.15,7.4
1044,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCSCCc1ccccc1,2.34,7.4
1045,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)NCCOCCSc1ccccc1,1.84,7.4
1046,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)NCCOCCc1cc(ccc1)C(F)(F)F,2.62,7.4
1047,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)NCCOCCc1ccc(F)cc1,1.57,7.4
1048,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)NCCOCCc1ccc(cc1)C,2.07,7.4
1049,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)NCCOCCc1ccccc1,1.46,7.4
1050,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)NCCOCc1ccccc1,1.11,7.4
1051,s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)NCCSCCc1ccccc1,1.77,7.4
1052,s1c2c(nc1O)c(O)ccc2CCNCCCSCCOCCCc1ccccc1,2.8,7.4
1053,s1c2c(nc1O)c(O)ccc2CCNCCN(C(=O)CCOCCc1ccccc1)C,1.52,7.4
1054,s1c2c(nc1O)c(O)ccc2CCNCCNC(=O)CCCOCCc1ccccc1,1.55,7.4
1055,s1c2c(nc1O)c(O)ccc2CCNCCNC(=O)CCOCCCc1ccccc1,1.91,7.4
1056,s1c2c(nc1O)c(O)ccc2CCNCCNC(=O)CCOCCc1ccccc1,1.34,7.4
1057,s1c2c(nc1O)c(O)ccc2CCNCCNCCCOCCc1ccccc1,0.88,7.4
1058,s1c2c(nc1O)c(O)ccc2CCNCCNS(=O)(=O)CCCOCCc1ccccc1,1.83,7.4
1059,s1c2c(nc1O)c(O)ccc2CCNCCNS(=O)(=O)CCOCCCc1ccccc1,2.22,7.4
1060,s1c2c(nc1O)c(O)ccc2CCNCCNS(=O)(=O)CCOCCc1cc(cc(c1)C)C,2.59,7.4
1061,s1c2c(nc1O)c(O)ccc2CCNCCNS(=O)(=O)CCOCCc1ccccc1,1.56,7.4
1062,s1c2c(nc1O)c(O)ccc2CCNCCOCCCOCCc1ccccc1,2.06,7.4
1063,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCCCc1ccccc1,3.62,7.4
1064,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCCc1ccccc1,3.13,7.4
1065,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCNc1ccccc1,1.98,7.4
1066,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCSc1ccccc1,2.68,7.4
1067,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccc(F)cc1,2.67,7.4
1068,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccc(NS(=O)(=O)C)cc1,1.34,7.4
1069,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccc(NS(=O)(=O)c2ccccc2)cc1,2.88,7.4
1070,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccc(O)cc1,1.91,7.4
1071,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccc([N+](=O)[O-])cc1,2.32,7.4
1072,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccc(cc1)C#N,2.0,7.4
1073,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccc(cc1)C(=O)N,1.1,7.4
1074,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccccc1C,2.84,7.4
1075,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ncc(cc1)C,1.56,7.4
1076,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1nccc2c1cccc2,2.35,7.4
1077,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ncccc1,0.95,7.4
1078,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1oc2c(c1)cccc2,2.86,7.4
1079,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOC[C@H](C)c1ccccc1,2.32,7.4
1080,s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCO[C@H](Cc1ccccc1)C,1.81,7.4
1081,s1c2c(nc1O)c(O)ccc2CCNCCSCCCOCCCc1ccccc1,3.61,7.4
1082,s1c2c(nc1O)c(O)ccc2CCNCCSCCCOCCc1ccc(NS(=O)(=O)c2ccccc2)cc1,3.52,7.4
1083,s1c2c(nc1O)c(O)ccc2CCNCCSCCCOCCc1ccc([N+](=O)[O-])cc1,3.29,7.4
1084,s1c2c(nc1O)c(O)ccc2CCNCCSCCCOCCc1ccccc1,2.86,7.4
1085,s1c2c(nc1O)c(O)ccc2CCNCCSCCCOCCc1ncccc1,1.75,7.4
1086,s1c2cc(OC)ccc2cc1C(=O)Nc1ccc(cc1)C1CCN(CC1)C,3.11,7.4
1087,s1cc(S(=O)(=O)c2cc(CN(C)C)c(O)cc2)cc1S(=O)(=O)N,0.21,7.4
1088,s1cc(S(=O)(=O)c2cc(CN(CC)CC)c(O)cc2)cc1S(=O)(=O)N,0.81,7.4
1089,s1cc(S(=O)(=O)c2cc(ccc2)CNC(C)C)cc1S(=O)(=O)N,0.91,7.4
1090,s1cc(S(=O)(=O)c2ccc(cc2)CNC(C)(C)C)cc1S(=O)(=O)N,0.72,7.4
1091,s1cc(S(=O)(=O)c2ccc(cc2)CNCCCC)cc1S(=O)(=O)N,2.1,7.4
1092,s1cc(S(=O)(=O)c2ccccc2CNCc2ncccc2)cc1S(=O)(=O)N,0.3,7.4
1093,s1cc(cc1S(=O)(=O)N)C(=O)c1cc(CN(C)C)c(O)cc1,0.36,7.4
1094,s1cc(cc1S(=O)(=O)N)C(=O)c1cc(CN(CC)CC)c(O)cc1,2.3,7.4
1095,s1cc(cc1S(=O)(=O)N)C(=O)c1cc(ccc1)CNCC(C)C,2.63,7.4
1096,s1cc(cc1S(=O)(=O)N)C(=O)c1ccc(cc1)CN1CCN(CC1)C,2.3,7.4
1097,s1cc(cc1S(=O)(=O)N)C(=O)c1ccc(cc1)CNC,0.14,7.4
1098,s1cc(nc1)-c1[nH]c2c(n1)cccc2,1.94,7.4
1099,s1cc(nc1-c1ccccc1NC(OCC1CCNCC1)=O)C1CCC1,4.41,7.4
1100,s1cc(nc1CN(C)C)CSCCN\C(\NC)=C\[N+](=O)[O-],-0.52,7.4
1101,s1cc(nc1N=C(N)N)-c1[nH]c(nc1)C,0.74,7.4
1102,s1cc(nc1N=C(N)N)CSCCN\C(=N\C)\NC#N,0.57,7.4
1103,s1cccc1-c1nc2n(C=CC(=C2)C)c1NC(=O)Cc1ccc(OC)cc1,3.95,7.4
1104,s1cccc1C(=O)c1ccc(cc1)C(C(O)=O)C,-0.3,7.4
1105,s1cccc1CC(=O)N[C@@]1(OC)[C@H]2SCC(COC(=O)N)=C(N2C1=O)C(O)=O,-0.6,7.4
1106,s1cccc1CNC(=O)c1n2c(nc1C)C=CC=C2,2.92,7.4
1107,s1ccnc1-c1nc(C(O)=O)c(O)c(O)n1,-2.12,7.4
1108,s1cnc(C)c1CCOCCCS(=O)(=O)CCNCCc1c2sc(O)nc2c(O)cc1,1.44,7.4
1109,s1nc(nc1SCC(=O)N1CCCC1)-c1ccc(OC)cc1,4.97,7.4
1110,s1nc2cc(ccc2n1)CN1CCC2(N(CNC2=O)c2ccccc2)CC1,2.6,7.4
1111,s1nc2cc(ccc2n1)COC(=O)N1CCC2(N(CNC2=O)c2ccccc2)CC1,3.4,7.4
