smiles,logP
Cc1ncc(CO)c(CO)c1O,-0.77
O=C1C=CC(=O)C=C1,0.2
CCCCC(CC)Cn1c(O)c2c(c1O)C1C=CC2C1,3.7
c1nn[nH]n1,-0.6
OCCN(CCO)CCO,-1.0
Oc1c2c(c(O)n1SC(Cl)(Cl)Cl)CC=CC2,2.35
Oc1ccccc1,1.46
Cc1cc2ccccc2cc1C,4.4
Cc1ccc2ccc(C)cc2c1,4.31
Cc1ccc2cc(C)ccc2c1,4.31
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1.18
O=[N+]([O-])c1ccccc1Cl,2.24
Clc1ccc(Cl)cc1,3.44
O=Nc1ccc(O)cc1,1.08
Nc1ccc(Cl)cc1,1.83
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,1.33
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.6
O=C(O)c1ccc(C(=O)O)cc1,2.0
CC(=S)Nc1ccccc1,1.71
Nc1c(S(=O)(=O)O)ccc2ccccc12,-0.97
Clc1ccc(-c2ccccc2)cc1,4.61
O=C(Oc1ccccc1)c1ccccc1,3.59
O=C(Oc1ccccc1)Oc1ccccc1,3.28
O=C(OC(=O)c1ccccc1)c1ccccc1,2.26
c1ccc(Nc2ccc3ccccc3c2)cc1,4.38
CC(=O)CC(=O)Nc1ccc(-c2ccc(NC(=O)CC(C)=O)c(C)c2)cc1C,1.75
NC(=O)c1cccc([N+](=O)[O-])c1,0.77
Nc1ccc(Cl)c([N+](=O)[O-])c1,2.06
O=C(O)COc1ccccc1[N+](=O)[O-],1.13
O=c1ccc(=[N+]([O-])O)c(=O)c1=[N+]([O-])O,2.1
c1ccc2ccccc2c1,3.3
CC(=O)Nc1ccc(C)cc1C,1.46
O=C(O)c1cccc2ccccc12,3.1
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,2.29
Cc1ccc(OCC(=O)O)cc1,1.86
COc1cccc(OCC(=O)O)c1,1.38
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,-0.29
COC(=O)C(Cl)(Cl)Cl,2.03
Cc1ccc(O)c(C(=O)O)c1,2.78
Cn1cc[nH]c1=S,-0.34
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,4.26
CCC(N)=O,-0.66
NC(=O)c1ccccc1N,0.35
Cc1nc2cc([N+](=O)[O-])ccc2[nH]1,1.94
c1ccc(N2CCNCC2)cc1,1.1
O=C(O)COc1ccc(Cl)c(Cl)c1,2.81
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,0.1
NC(=O)NC(=O)Cc1ccccc1,0.87
N#CCCCCCCCCC#N,1.75
CC(=O)OCC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.91
CC(Oc1ccc(Cl)cc1Cl)C(=O)O,3.43
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,-0.96
CCCNC(C)C(=O)Nc1ccccc1C,2.11
CCN(CC)CC(=O)Nc1c(C)cccc1C,2.26
Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,3.15
CCCN(CCC)C(=O)SCC,3.21
CC(=O)Oc1cccc(O)c1,1.23
O=CNc1ccc(F)cc1,1.27
Cc1c[nH]cn1,0.23
CSc1ncnc2c1ncn2C1OC(CO)C(O)C1O,0.09
c1ccc(CN=c2[nH]cnc3[nH]cnc23)cc1,1.57
Cc1cnc(C)c(Cl)n1,1.5
O=C(O)CCc1ccc(O)cc1,1.16
NCCC(N)C(=O)O,-4.64
CN1CCN(C)CC1,-0.4
Cc1ccc(O)cc1[N+](=O)[O-],2.18
CCCCNC,1.33
CS(=O)(=O)c1ccccc1,0.5
CC(=O)c1ccc([N+](=O)[O-])cc1,1.53
NCc1ccc(C(=O)O)cc1,1.03
O=C1c2ccccc2C(=O)C1c1ccccc1,2.9
CCC1(c2ccccc2)C(=O)NCNC1=O,0.91
Nc1ccc(S(=O)(=O)N=c2cnc3ccccc3[nH]2)cc1,1.68
NC(=O)Nc1cccc(Cl)c1,1.82
ClC(Cl)(Cl)c1ccc(C(Cl)(Cl)Cl)cc1,4.62
O=C(O)c1cc(Cl)ccc1Cl,2.82
O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,3.2
NC(=O)Nc1ccccc1Cl,1.27
N#C/C=C/c1ccccc1,1.96
O=[N+]([O-])c1cccc(SSc2cccc([N+](=O)[O-])c2)c1,4.06
CC(C(O)c1ccccc1)N(C)C,1.7
CN1C(=O)C(=O)c2ccccc21,0.58
O=C(c1ccccc1)C(F)(F)F,2.15
CC(=O)c1ccc[nH]1,0.93
CN(C(=O)c1ccccc1)c1ccccc1,2.36
CNC(=O)c1ccccc1,0.86
O=C(O)c1cccc(C(F)(F)F)c1,2.95
CC(C)(C)c1ccc(N)cc1,2.7
COc1ccc(OC(C)=O)cc1,1.54
O=[N+]([O-])c1ccc(Cl)cc1Cl,3.07
CC(=O)NC(Cc1ccccc1)C(=O)O,0.93
CC(=O)Oc1ccc(C)cc1,2.11
C[Si](C)(C)O[Si](C)(C)C,4.2
Clc1cccc(Cl)c1Cl,4.05
Clc1ncccn1,0.36
COc1cccc(C=O)c1,1.71
CN1C(=O)c2ccccc2C1=O,1.31
CC(C)(N)Cc1ccccc1,1.9
Oc1ccc(Cl)c2ccccc12,3.94
Cn1ccc(=O)[nH]c1=O,-1.2
c1ccc(OP2OCCO2)cc1,1.42
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,0.36
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.27
NC(=O)OCCCc1ccccc1,1.96
c1ccc(-c2nc3ccccc3[nH]2)cc1,3.24
O=S(=O)(NO)c1ccccc1,0.48
CCN(N=O)C(N)=O,0.23
c1cn[nH]c1,0.26
CCCCN(N=O)C(N)=O,1.04
O=C1C=NC(c2ccccc2)c2cc(Cl)ccc2N1,2.93
OCC1CO1,-0.95
CC(C)CC(=O)OCc1ccccc1,3.26
O=C(/C=C/c1ccccc1)OC/C=C/c1ccccc1,4.45
O=S1(=O)CCCC1,-0.77
CC(=O)c1cccc(C)c1,2.15
O=C(O)C1CCCN1,-2.54
O=C(O)C1CC(O)CN1,-3.17
NCC(=O)NCC(=O)NCC(=O)O,-2.68
CCNC(=O)Nc1ccccc1,1.64
CCCN(N=O)C(N)=O,0.3
O=C(O)c1ccc([N+](=O)[O-])c(O)c1,1.98
c1ccc2c(c1)Cc1ccccc1O2,4.23
CN(C)C(=N)N(C)C,0.41
O=[N+]([O-])c1c2ccccc2cc2ccccc12,4.78
OCc1ccccn1,0.06
CC12C=CC(=O)C=C1C(F)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.51
O=C(O)c1ccc[nH]1,0.85
COC(=O)c1ccc[nH]1,1.17
C=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2.33
c1ccc2c(c1)ccc1nccnc12,2.51
N#CCc1ccc(Cl)cc1,2.47
Cc1cnc(C)cn1,0.63
Cc1c(Cl)cccc1[N+](=O)[O-],3.09
O=C1CCc2ccccc2N1,1.34
O=C(O)c1c(O)cccc1O,2.2
O=Cc1ccccc1O,1.81
NCC(=O)NCC(=O)O,-2.92
CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(=O)CC21C,2.1
Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,4.82
O=C(O)COc1ccc(F)cc1,1.64
CC(=O)c1cccc(OCC(=O)O)c1,0.98
CC(=O)N1CCCC1=O,-0.05
Cc1ncc([N+](=O)[O-])n1CCO,-0.02
O=C1CC(c2ccccc2)Oc2ccccc21,3.14
O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,3.48
Clc1ccc(Cl)c(Cl)c1Cl,4.6
c1ccnnc1,-0.72
N#CCCCCCCC#N,0.59
Oc1ccco1,-0.6
CC(=O)Nc1ccccc1F,1.03
Fc1cccc2cccnc12,2.19
O=[N+]([O-])c1ccccc1F,1.69
COC(=O)CCC(=O)OC,0.35
Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1,2.08
COC(=O)CCCCCC(=O)OC,1.38
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,3.91
CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,5.14
Cc1ccc2c(C)cccc2c1,4.44
NC(=O)c1c(Cl)cccc1Cl,0.77
CC(=O)C=NO,0.34
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-0.07
Clc1cccc(Br)c1,3.7
CC(O)Cc1ccccc1,1.97
CCNC(N)=O,-0.74
N#Cc1ccccc1O,1.61
CC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,3.33
O=[N+]([O-])c1cc(Cl)cc(Cl)c1,3.09
CC(=O)Nc1ccc(C(=O)O)c(O)c1,1.62
CN(C)CCN1c2ccccc2Sc2ccccc21,4.2
CC1CC2C3CC(F)=C4CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1.94
OC1CCCCC1,1.23
NNC(=O)c1ccc(Cl)cc1,1.18
O=[N+]([O-])c1ccc(CCO)cc1,1.12
O=C(O)c1cccc(O)c1,1.5
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,2.54
NC1CC1,0.07
CCOS(=O)(=O)OCC,1.14
N=c1[nH]cnc2c1ccn2C1OC(CO)C(O)C1O,-0.8
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,5.41
CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,5.5
Nc1ccc(O)c([N+](=O)[O-])c1,0.96
Clc1cccc2cccnc12,2.44
O=C(O)C=Cc1ccc(O)c(O)c1,1.15
O=C(OCCO)c1ccccc1,1.12
c1ccc2c(c1)c1ccccc1c1ccccc21,5.49
CCCCCCCCCCCCOC(=O)CCC,6.51
COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,2.6
N=c1ccc2ccccc2[nH]1,1.87
C1CCOC1,0.46
C1=COCCC1,0.69
CCCCCOC(N)=O,1.35
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,4.59
CSc1ccccc1,2.74
c1ccc2nnccc2c1,0.93
NCCCCC(=O)O,-2.63
Nc1ccc2ncccc2c1,1.28
Nc1ccc2cccnc2c1,1.28
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,4.64
Cc1ccc2cccc(O)c2n1,2.33
COC(=O)CCCC(=O)OC,0.62
O=C1C=NC(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,2.25
CCC(=O)Nc1ccccc1,1.61
COc1ccccc1C=O,1.72
CCC(=O)O,0.33
COP(=O)(OC)OC,-0.65
NCCCCCCC(=O)O,-3.03
O=C1CCCCCCCN1,0.67
NCCCCCCCC(=O)O,-2.55
O=C(O)C=Cc1ccc(O)cc1,1.46
Cc1cccc2c(C)cccc12,4.38
CCc1ccc2ccccc2c1,4.38
CCc1cccc2ccccc12,4.4
N#Cc1ccccn1,0.45
Oc1cccc(Cl)c1,2.5
O=C1C=CCCC1,0.61
CC(=O)OC(C)(C)C,1.76
COCCOCCOC,-0.36
CCCCO,0.88
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,2.6
C1=Cc2cccc3cccc1c23,3.94
Cc1ccc2ccccc2c1C,4.31
CCc1ccc(C(=O)O)cc1,2.89
O=C(O)c1ccc2ccccc2c1,3.28
OC(c1ccccc1)c1ccc(Cl)cc1,3.61
Nc1cccc2cc3ccccc3cc12,3.69
c1ccc2c(c1)CCc1ccccc1-2,4.52
O=Cc1cccc(Cl)c1,2.26
N#Cc1cccc(O)c1,1.7
COc1ccc(OC)c(Cl)c1,2.69
C1=C\CC/C=C\CC/1,3.16
OCCCCl,0.5
Clc1cccnc1,1.33
C1CCCC1,3.0
CCCCOc1ccc(C(=O)O)cc1,3.57
CC(=O)NC(=O)Nc1ccccc1,1.6
Cc1cc(Cl)ccc1OC(C)C(=O)O,3.13
CCCCOc1ccc(O)cc1,2.9
CC(C)NCc1ccccc1,1.83
OCC(Cl)Cl,0.37
c1c[nH]cn1,-0.08
OCC(F)(F)C(F)(F)C(F)(F)F,1.94
C1=CCOC1,0.46
CC(C)C#N,0.46
COCCOC,-0.21
CCCCCn1cnc2c(=N)[nH]cnc21,1.79
Brc1ccccc1Br,3.64
Clc1ccccc1Cl,3.43
Oc1cccc(Cl)c1Cl,2.84
Oc1c(Cl)cccc1Cl,2.75
Oc1ccc(Cl)c(Cl)c1,3.33
Oc1cc(Cl)cc(Cl)c1,3.62
O=[N+]([O-])c1cccc(F)c1,1.9
N#Cc1ccncc1,0.46
O=[N+]([O-])c1ccccc1[N+](=O)[O-],1.69
Nc1cccc(Cl)c1Cl,2.82
O=I(=O)c1ccccc1,-1.33
Cc1cc(C)ncn1,0.62
C=CCCC=C,2.87
CCCC(O)CC,1.65
NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.83
Fc1cccc(CCl)c1,2.77
Cc1c(Cl)cccc1Cl,3.99
OCc1cccc(O)c1,0.49
Cc1cncc(C)c1,1.78
CCCCOCCO,0.83
Cc1ccc2cccc(C)c2c1,4.44
ClC(Cl)C(Cl)Cl,2.39
Cc1ccccc1C,3.12
O=C(O)C1CCNCC1,-3.05
CC=CC(C)=O,0.52
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0.62
Cc1cccc(C)c1,3.2
Cc1ccc(C)c2ccccc12,4.37
N#C/C(=C\c1ccccc1)C(N)=O,1.56
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0.98
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1.83
NNC(=O)c1ccccc1[N+](=O)[O-],-0.54
CCCn1cnc2c(=N)[nH]cnc21,0.74
CC(C)(CCC(=O)O)C(=O)O,0.67
FC(F)(F)c1ccc(C(F)(F)F)cc1,3.83
O=C(O)Cc1ccccc1O,0.85
CCc1ccc(O)cc1,2.58
CCc1ccccc1N,1.74
CCc1ccc(N)cc1,1.96
CN(C)c1cccc(O)c1,1.56
Cc1cc2ccccc2n1C,2.82
CCc1cccc(CC)c1,4.57
CCN(CC)C(=O)c1cccnc1,0.33
COc1ccccc1OCC(O)CO,1.39
COP(C)(=O)OC,-0.61
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.36
Brc1cc(Br)cc(Br)c1,4.51
c1ccc2cnncc2c1,0.57
BrCCCBr,2.37
COc1c(C)cccc1C,3.02
Oc1ccc2cccc(O)c2c1,1.94
Oc1ccc2cc(O)ccc2c1,1.9
Nc1cc2ccccc2cc1N,1.54
CC(C)N,0.26
CNCCO,-0.94
c1cc[nH]c1,0.75
CCCC=O,0.88
CC(C)C(=O)O,0.94
C1CCNC1,0.46
CC(C)CC(=O)O,1.16
CCCCCCC,4.66
C=Cc1ccccc1,2.95
CNCC(O)c1ccc(O)c(O)c1,-1.37
CCCCCCCCC(=O)O,3.42
CCNCCNCC,0.21
O=C(O)C1CCCNC1,-2.89
CCNC(N)=S,-0.21
CS(C)(=O)=O,-1.41
OCc1ccc(F)cc1,1.36
O=C(O)CNC(=O)c1ccccc1I,0.97
CC12CCC(=O)C=C1C(F)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.67
ON=Cc1ccncc1,0.77
CCC1(C)CC(=O)NC1=O,0.38
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,4.77
OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(Cl)cc32)CC1,4.18
Nc1cc(Cl)c(Cl)cc1Cl,3.45
O=C(O)COc1ccc(Br)cc1,2.45
OCCCO,-1.04
Cn1cccc1,1.21
C1CCOCC1,0.95
CC(C)(C)C(=O)O,1.48
CN1CCCC1,0.92
O=[N+]([O-])c1cccc2ncccc12,1.4
c1ccc(-n2cccn2)cc1,2.2
C/C=C/c1ccccc1,3.35
COc1cccc(C(C)=O)c1,1.84
Cc1ccc(CC(=O)O)cc1,1.86
Cc1ccc(C)c(C)c1,3.63
Oc1ccc2c(c1)CCCC2,2.9
COC(=O)C(N)Cc1ccc(O)cc1,0.29
CCCc1ccccc1O,2.93
CCCc1ccc(O)cc1,3.2
Cc1ccc2cccnc2c1,2.47
C[Ge](C)(C)C,3.31
COc1ccccc1Oc1ccccc1,2.92
O=C(O)C1c2ccccc2Oc2ccccc21,2.23
CSc1cccc(N)c1,1.45
O=Cc1ccc[nH]1,0.64
CCCCC(O)CCC,2.68
N#CC(Cl)(Cl)Cl,2.09
OCC(Cl)(Cl)Cl,1.42
CC(=O)C(F)(F)F,0.2
OCC(F)(F)C(F)(F)F,1.23
c1ccc(N(c2ccccc2)c2ccccc2)cc1,5.74
O=Nc1ccccc1,2.01
OB(O)c1ccccc1,1.58
CCC(C)CC,3.6
NC(=O)Oc1ccccc1,1.08
O=[N+]([O-])c1ccccc1CO,1.24
CNC(=O)c1cccnc1,0.0
Cc1ccccc1C#N,2.21
Cc1ccc([N+](=O)[O-])cc1C,2.91
COc1ccccc1CO,1.13
COc1ccc(N)c(C)c1,1.23
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0.33
Cc1cc(C)c2ccccc2c1,4.42
c1cnc2[nH]ccc2c1,1.82
c1ccccc1,2.13
Brc1ccccc1-c1ccccc1,4.59
Clc1ccccc1-c1ccccc1,4.53
COC(OC)(OC)c1ccccc1,2.27
CCCC(=O)C(O)O,0.45
CCCS,1.81
CCCCS,2.28
O=Cc1ccc(F)cc1,1.54
O=[N+]([O-])c1ccc(C=NO)cc1,1.95
ON=Cc1ccccc1,1.75
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,2.91
Fc1ccccc1,2.27
CCCCCC,3.9
CCOC(=O)/C(=C/c1ccccc1)C(C)=O,2.21
C/N=C/c1ccccc1,1.64
CN(N=O)C(=O)Nc1ccc(F)cc1,1.88
COc1ccc(Cl)nn1,0.89
CC(O)CO,-0.92
CC1CN(N=O)CC(C)O1,0.32
CCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCC,8.06
CC(=O)Nc1ccccc1NC(C)=O,-0.03
CNC1(c2ccccc2Cl)CCCCC1=O,2.18
O=C(Nc1ccccc1)Nc1ccc(Cl)c(Cl)c1,4.7
O=C(O)CCCOc1ccc(Cl)cc1Cl,3.53
c1ccc(-c2ccncc2)cc1,2.59
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,2.09
CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,0.56
O=C(NN1CCCCCC1)NS(=O)(=O)c1ccc(Cl)cc1,1.64
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,2.69
CCOC(C)=O,0.73
COc1cc(O)cc(OC)c1,1.64
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,4.91
CC(C)C(C)O,1.28
CCCCCCBr,3.8
NC(Cc1ccc(F)cc1)C(=O)O,-1.89
Cc1c2cc[nH]cc2c(C)c2c1nc1ccccc12,4.8
CC(=O)OCCc1ccccc1,2.3
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,1.98
S=C=Nc1ccc(Br)cc1,4.03
CCCOC(C)=O,1.24
CC(C)NCC(O)c1ccc(Cl)c(Cl)c1,3.32
N=c1c2c([nH]c3ccccc13)CCCC2,2.71
S=C=Nc1ccc(-c2ccccc2)cc1,4.66
Cc1[nH]ccc2c1[nH]c1cc(=O)ccc12,2.19
c1ccc2ncncc2c1,1.0
NNC=O,-2.05
CCCCC,3.39
Cc1ccc(C)cc1,3.15
C1CCCCCCC1,4.45
CCCCCCCCCCCCCC,7.2
COc1ccc2c(c1)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,1.85
c1ccc2c(c1)Nc1ccccc1O2,3.85
COc1ccc(S(N)(=O)=O)cc1,0.47
O=C(O)Cc1ccc(O)c(O)c1,0.98
c1ccc2c(c1)cnc1ccccc12,3.48
c1cnc2nccnc2c1,-0.04
C=C/C=C/C,2.44
C=CCC=C,2.48
C=CCCCCCCC,5.15
CCCc1ccc(C)cc1,4.6
CCCc1cccc(C)c1,4.67
Cc1cccc(C(C)C)c1,4.5
Cc1ccccc1C(C)C,4.38
CCCc1ccccc1C,4.5
CC1CCC(C(C)C)CC1,5.56
CCCCCc1ccccc1,4.9
CC(=O)c1ccc(N(C)C)cc1,2.1
C=CCCCC,3.39
CCC(C)(C)C,3.82
C=CCCCCC,3.99
CCc1cccc(C)c1,3.98
CCc1ccc(C)cc1,3.63
CCc1ccc(C)c(C)c1,4.5
CCc1ccc(C)cc1C,4.47
CCc1cc(C)cc(C)c1,4.55
CCc1cc(C)ccc1C,4.43
CCCCCCCCCCc1ccccc1,7.35
CS(=O)(=O)c1ccc(Cl)cc1,1.06
O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1,2.83
NC(=O)c1ccc(Cl)cc1,1.55
O=C(O)c1cccc(I)c1,3.13
CC(C)SC(C)C,2.84
CCSc1ccccc1,3.2
CCSCC,1.95
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,-0.46
CC(=O)O,-0.17
Cc1[nH]c(=O)[nH]c1O,-0.91
CC1CCC(=O)N1,-0.1
CSc1ccc(O)cc1,1.78
O=c1c(CCS(=O)c2ccccc2)c(O)n(-c2ccccc2)n1-c1ccccc1,2.3
O=C(O)c1ccccc1-c1ccccc1,2.89
Cc1cccc(CC(=O)O)c1,1.95
CC(C)(N)Cc1ccc(Cl)cc1,2.6
OC1COC(O)C(O)C1O,-3.02
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,1.19
Brc1ccncc1,1.54
O=C(O)c1cc([N+](=O)[O-])c(Cl)c([N+](=O)[O-])c1,2.5
O=C(O)c1c(Cl)cccc1Cl,2.23
N=c1[nH]cnc2ncn(C3OC(CO)C(O)C3O)c12,-1.05
CCO[Si](C)(C)OCC,0.61
O=C1CCCCCCN1,0.24
O=c1cc[nH]c2cc(C(F)(F)F)ccc12,2.05
O=C1CCCCCCCCCCCN1,2.92
CCO[Si](OCC)(OCC)c1ccccc1,2.99
O=C1CCCCCCCCCCC1,4.1
CNNCc1ccc(C(=O)NC(C)C)cc1,0.08
ClC(Cl)Cl,1.97
O=C(O)C(Cl)(Cl)Cl,1.33
NC(Cc1ccc(Cl)cc1)C(=O)O,-0.48
NC(=O)CBr,-0.52
c1ccc2c(c1)CCCC2,3.49
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,2.82
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.27
N=c1[nH]c(=N)c2nc(-c3ccccc3)c(=N)[nH]c2[nH]1,0.98
O=c1[nH]cnc2ncn(C3OC(CO)C(O)C3O)c12,-2.1
N#CCC(=N)C(C#N)C#N,-0.13
c1ccc(COc2ccccc2)cc1,3.79
COC(=O)c1cc2ccccc2[nH]1,2.45
Clc1ccncc1,1.28
O=C(O)c1ccc(O)c([N+](=O)[O-])c1,1.85
N#Cc1ccc(C#N)cc1,0.93
Clc1cc(Cl)c(Cl)c(Cl)c1,4.56
O=c1[nH]cnc2c[nH]nc12,-0.55
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,1.31
Cc1cccc2c1Cc1ccccc1-2,4.97
CC1(c2ccccc2)C(=O)NC(=O)NC1=O,0.91
O=C(Nc1ccccc1)NC1CCCCC1,2.77
NC1CC1c1ccccc1,1.58
O=S1(=O)C=Cc2ccccc21,0.88
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,1.59
CC(C)O[PH](=O)OC(C)C,0.45
NC(=O)c1ccncc1,-0.28
Cc1ccccc1C(OCCN(C)C)c1ccccc1,3.77
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,5.25
COc1ccc(C=O)cc1O,0.97
c1ccc(-c2c[nH]nn2)cc1,1.91
c1nc[nH]n1,-0.58
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,3.02
N=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1,-1.77
N=c1[nH]cnc2c1ncn2C1CC(O)C(CO)O1,-0.55
O=C(O)CNc1ccccc1,0.62
O=[N+]([O-])c1ccc(Cc2ccncc2)cc1,2.88
NC12CC3CC(CC(C3)C1)C2,2.44
CCN=C=S,1.47
C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,1.88
c1ccc2c(c1)[nH]c1cnccc12,3.17
OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,4.25
CCO,-0.31
CO,-0.77
C=C1C(=O)OC2C1CCC(C)C1=CCC(=O)C12C,1.03
C=C1C(=O)OC2C1CCC(C)C1(O)C=CC(=O)C21C,0.77
Nc1ccc(C(=O)O)cc1I,2.36
COc1ccc(C(C)C(=O)O)cc1,1.9
CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C1(O)CCC2c1coc(O)c1,0.64
CCCCCCc1ccccc1,5.52
COc1ccc(N(C)C)cc1,1.42
